"EnsemblID"	"symbol"	"baseMean"	"log2FoldChange"	"lfcSE"	"stat"	"pvalue"	"padj"
"ENSG00000145863.6"	"GABRA6"	168.37775587314	-1.22723722762659	0.236846582832971	-5.18157033530884	2.20025589485783e-07	0.000189382796790902
"ENSG00000105655.12"	"ISYNA1"	818.852182120964	0.666774156709114	0.129503676838208	5.14868900241444	2.62313385480393e-07	0.000209612241670241
"ENSG00000180182.5"	"MED14"	938.111155860719	-0.419507758922223	0.0819234882733999	-5.12072627476771	3.04361167115808e-07	0.000232637796430256
"ENSG00000183615.5"	"FAM167B"	61.3439392140117	0.979499157072176	0.191803943147895	5.10677278577588	3.27707401026242e-07	0.000240045671251722
"ENSG00000149451.13"	"ADAM33"	748.590124251388	0.840856961945206	0.16646478299446	5.05126037363226	4.38904300406782e-07	0.000306534081030258
"ENSG00000243927.1"	"MRPS6"	1203.27087851283	0.774383999993004	0.153493138352721	5.04507242671331	4.53349607894579e-07	0.000306534081030258
"ENSG00000021488.8"	"SLC7A9"	60.0843637740706	0.939487767774513	0.186632046953202	5.03390378614928	4.80590949036172e-07	0.000312918106816885
"ENSG00000185955.4"	"C7orf61"	139.833521253919	1.0677493052952	0.212481102304663	5.02514950136236	5.03040507069234e-07	0.000315837575509898
"ENSG00000151929.5"	"BAG3"	2287.21852711464	1.0294697537236	0.20642682454345	4.98709291295089	6.12945921502633e-07	0.000371572044828148
"ENSG00000089050.10"	"RBBP9"	409.529408259157	-0.336339631301539	0.0679981108317013	-4.94630846633367	7.56340744486202e-07	0.000443215676268914
"ENSG00000181016.5"	"LSMEM1"	170.302831925098	0.809419224093042	0.163882422296061	4.93902404390137	7.85145321744503e-07	0.000445253379234463
"ENSG00000185022.7"	"MAFF"	498.794465252994	0.957856463008814	0.194620195973785	4.92167042693676	8.58086305833309e-07	0.000471411164267174
"ENSG00000100985.7"	"MMP9"	10.4157914173834	1.15891606460426	0.236294772640255	4.9045353464871	9.36487575366899e-07	0.000489522203778403
"ENSG00000188511.8"	"C22orf34"	45.7597030763345	0.820609662758658	0.16738948372953	4.90239676038794	9.46743738820575e-07	0.000489522203778403
"ENSG00000164850.10"	"GPER"	353.629992063871	0.676169835371241	0.138855341140706	4.86959903606486	1.11824926997676e-06	0.000561680633319757
"ENSG00000015520.10"	"NPC1L1"	28.6907032471348	1.13981446838516	0.234758667930718	4.85526041884655	1.20228635114216e-06	0.00057481236917094
"ENSG00000070495.10"	"JMJD6"	1203.5445761715	0.664424009519041	0.136880962572265	4.85402788695516	1.2097871251038e-06	0.00057481236917094
"ENSG00000124593.10"	"PRICKLE4"	593.831991754328	0.547945578118832	0.114409479146502	4.78933723155215	1.67333064522237e-06	0.000774135598500244
"ENSG00000050438.12"	"SLC4A8"	672.995813036917	-0.660308064405511	0.138814410637794	-4.75676884965815	1.96716198119749e-06	0.000886736093062868
"ENSG00000140044.8"	"JDP2"	911.188074245349	0.562866013452822	0.11857221086794	4.74703144465878	2.06423870303859e-06	0.000907232909985458
"ENSG00000056736.5"	"IL17RB"	1304.06413334196	0.653887163862407	0.138623046745947	4.71701624810466	2.39328584134356e-06	0.00101954401487608
"ENSG00000168404.8"	"MLKL"	229.946508068727	0.902694129968841	0.191710209194718	4.70863880312178	2.49376522409963e-06	0.00101954401487608
"ENSG00000196900.4"	"C5orf48"	3.39711325876591	1.07665563228795	0.228581268857688	4.71016561273122	2.47515582055077e-06	0.00101954401487608
"ENSG00000166359.6"	"WDR88"	32.9011039251897	-0.672597364638306	0.143523368117028	-4.68632650879453	2.78152393828067e-06	0.00111134524624941
"ENSG00000132130.7"	"LHX1"	44.0829435503106	-1.06587328074562	0.22834631905739	-4.66779269815047	3.04452849424947e-06	0.00118939579842012
"ENSG00000163221.7"	"S100A12"	18.352877699028	1.09509711153195	0.235500906039621	4.6500760016087	3.31812730723777e-06	0.00124200272245755
"ENSG00000254806.1"	"SYS1-DBNDD2"	58.0525778699886	-0.635337787943354	0.136633853838154	-4.64992950206853	3.32048509416978e-06	0.00124200272245755
"ENSG00000135736.5"	"CCDC102A"	77.8568871699969	0.750459595673295	0.162785330207356	4.61011809060043	4.02440304589131e-06	0.00139685118827681
"ENSG00000138411.5"	"HECW2"	382.737979881886	-0.624684134193294	0.135650110363903	-4.6051133502028	4.12241255910761e-06	0.00139685118827681
"ENSG00000142627.9"	"EPHA2"	159.094150957302	0.807054148659458	0.175194545718125	4.60661686327808	4.09273091419075e-06	0.00139685118827681
"ENSG00000151466.7"	"SCLT1"	264.18529379037	-0.465776401790756	0.10110072529304	-4.60705302005207	4.08415890843686e-06	0.00139685118827681
"ENSG00000168003.12"	"SLC3A2"	3803.56492532934	0.460131501094714	0.0999277420113732	4.60464223280802	4.1317555057107e-06	0.00139685118827681
"ENSG00000171206.8"	"TRIM8"	3755.04827518235	0.371137618876288	0.0809356073025901	4.58559132680297	4.52703334924051e-06	0.00150160842037072
"ENSG00000169228.9"	"RAB24"	754.068104675339	0.414558356621506	0.0907091264042277	4.5701945664663	4.87271612648965e-06	0.00158000609852202
"ENSG00000268404.1"	"AL138781.1"	20.6576262477687	0.840422629211091	0.184013196330188	4.56718673427671	4.94313625817468e-06	0.00158000609852202
"ENSG00000008130.11"	"NADK"	1557.05101730498	0.25693502206289	0.0564408098113777	4.5522915585647	5.30647261067656e-06	0.00166585336599453
"ENSG00000101187.11"	"SLCO4A1"	1368.14262735302	0.926723126188654	0.204268477274615	4.53678971201603	5.71170079694982e-06	0.00172495415469574
"ENSG00000178602.3"	"OTOS"	66.5811772560687	0.899498510213742	0.198391836102964	4.53394921828793	5.78909528595271e-06	0.00172495415469574
"ENSG00000187266.9"	"EPOR"	375.084443929128	0.513668779227563	0.113177800371708	4.53860012776825	5.66289052390071e-06	0.00172495415469574
"ENSG00000173530.5"	"TNFRSF10D"	159.466320078845	0.950804750578391	0.209954190201498	4.52862955326532	5.93674768012937e-06	0.00173946707027791
"ENSG00000131373.10"	"HACL1"	366.011470300153	-0.422552918280704	0.0937091485679766	-4.50919600421067	6.50737672293551e-06	0.00178749504358135
"ENSG00000174948.5"	"GPR149"	8.09678054211638	-1.07643407531362	0.238690657527128	-4.50974531833647	6.49054994061117e-06	0.00178749504358135
"ENSG00000183963.13"	"SMTN"	1152.41878643347	0.827463791523121	0.183183806592837	4.51712303021591	6.26854876849178e-06	0.00178749504358135
"ENSG00000196597.7"	"ZNF782"	119.356709509914	-0.503614010417187	0.111662972774181	-4.51012540598984	6.47893133842744e-06	0.00178749504358135
"ENSG00000198003.7"	"CCDC151"	223.02723839251	0.636427888564523	0.141337558131666	4.50289291096742	6.70346664462018e-06	0.00181302990172958
"ENSG00000177464.4"	"GPR4"	286.632707276623	0.935270927945179	0.207966251303729	4.49722453562546	6.88462712339037e-06	0.00183381431559398
"ENSG00000143127.8"	"ITGA10"	334.582400427293	0.773579967509733	0.172181959520057	4.49280499342686	7.02911449130094e-06	0.0018443557127921
"ENSG00000175054.10"	"ATR"	674.982641621231	-0.355744758672032	0.0794121315738592	-4.47972811737414	7.47381772166979e-06	0.00193220169921992
"ENSG00000261857.2"	"MIA"	5.07912317501669	1.06454688036435	0.238109332073656	4.47083224791478	7.79157971487063e-06	0.00198515900561487
"ENSG00000083444.12"	"PLOD1"	1642.764001409	0.524074984065113	0.117721943480354	4.45180370431594	8.51519905531269e-06	0.00213853141989139
"ENSG00000198417.5"	"MT1F"	996.419604470239	0.820785215054607	0.185116419023647	4.43388662866129	9.25493068404105e-06	0.00229157297782312
"ENSG00000095002.8"	"MSH2"	927.558711848195	-0.311085823824377	0.0703073098636777	-4.42465832397167	9.65950413026219e-06	0.00235852892513902
"ENSG00000077150.13"	"NFKB2"	362.171692239769	0.708688704120924	0.160403199614075	4.41817062144651	9.95398299426252e-06	0.00236474352755588
"ENSG00000144306.9"	"SCRN3"	752.826056262648	-0.381040909751741	0.0862381343089276	-4.41847348397813	9.94004723524444e-06	0.00236474352755588
"ENSG00000110887.3"	"DAO"	38.0207258641389	-1.04966532287201	0.238808095306881	-4.39543442412675	1.10551435148201e-05	0.00249165926910945
"ENSG00000125733.13"	"TRIP10"	471.549879174573	0.689276821599264	0.156801299907942	4.39586165423334	1.10334193335815e-05	0.00249165926910945
"ENSG00000130856.11"	"ZNF236"	599.54015313988	-0.311596647528705	0.0708082430994526	-4.40057024280432	1.07966769447112e-05	0.00249165926910945
"ENSG00000198580.6"	"AC073343.1"	57.8927820631591	-0.688656140267075	0.156467458486803	-4.4012738937992	1.07617174790293e-05	0.00249165926910945
"ENSG00000083097.10"	"DOPEY1"	1643.00520776804	-0.420327679697361	0.096006797104722	-4.37810334656698	1.19716582735232e-05	0.00260024405285516
"ENSG00000187922.9"	"LCN10"	18.1432712557541	0.968420821779052	0.221339970713241	4.37526407299338	1.21285558779365e-05	0.00260024405285516
"ENSG00000198743.5"	"SLC5A3"	1174.18503570758	0.688967268957687	0.157435943760059	4.3761751764115	1.20779959234651e-05	0.00260024405285516
"ENSG00000214530.2"	"STARD10"	1165.91796402453	0.499306742921587	0.114086988103787	4.37654417230611	1.20575764802057e-05	0.00260024405285516
"ENSG00000034533.7"	"ASTE1"	234.188538155667	-0.338241917356888	0.0775110424464165	-4.36379007017891	1.27828250781708e-05	0.00261304726597957
"ENSG00000124440.11"	"HIF3A"	2045.80844485697	0.823152451033964	0.188350404158985	4.37032484591405	1.24061835176882e-05	0.00261304726597957
"ENSG00000147174.7"	"ACRC"	232.864509067394	0.648250019105582	0.148430300697349	4.3673698433541	1.25751688200284e-05	0.00261304726597957
"ENSG00000168005.4"	"C11orf84"	707.48197494747	0.498739003217964	0.114286571885913	4.36393353119239	1.27744405984103e-05	0.00261304726597957
"ENSG00000088836.7"	"SLC4A11"	153.904758145379	0.645769575786105	0.148293815438522	4.35466289593056	1.33271846862685e-05	0.00261984829817944
"ENSG00000131097.2"	"HIGD1B"	255.223457752331	0.707769306489129	0.162583377700113	4.35326978994505	1.34121926527958e-05	0.00261984829817944
"ENSG00000177234.5"	"C10orf85"	118.237521657248	0.789219189594512	0.181133231428296	4.35711980276207	1.31785142267376e-05	0.00261984829817944
"ENSG00000178694.4"	"NSUN3"	181.364894605505	-0.415032165698939	0.0951857384630859	-4.36023476205832	1.29922979566249e-05	0.00261984829817944
"ENSG00000129437.5"	"KLK14"	66.6995965211768	0.733521351997399	0.168703737398097	4.34798519173572	1.37393878336853e-05	0.00264621501509507
"ENSG00000172748.7"	"ZNF596"	207.54002465964	-0.55455388398231	0.12759353052918	-4.34625393374069	1.38482241973121e-05	0.00264621501509507
"ENSG00000163257.6"	"DCAF16"	885.675830244724	-0.505566334338859	0.116669698633911	-4.33331310750393	1.4688197639687e-05	0.00277339940292475
"ENSG00000173039.14"	"RELA"	1561.57540801433	0.540545035277427	0.124823591538763	4.33047173706396	1.48790243398804e-05	0.00277339940292475
"ENSG00000181195.6"	"PENK"	288.556375751402	-1.03427213570628	0.238923829178279	-4.32887811677641	1.49870843730291e-05	0.00277339940292475
"ENSG00000141449.9"	"GREB1L"	36.036172634109	-0.856030801459276	0.198161240646528	-4.31987001426899	1.56121133250048e-05	0.00280062196177127
"ENSG00000156968.7"	"MPV17L"	100.800888537417	-0.554717837750764	0.128296838875714	-4.32370620049448	1.53429596429887e-05	0.00280062196177127
"ENSG00000175832.8"	"ETV4"	64.5349600596471	0.931020427706185	0.215415846621928	4.32196814814743	1.54643517620271e-05	0.00280062196177127
"ENSG00000176046.7"	"NUPR1"	938.562912782251	0.824887210189959	0.191102617922808	4.316462114209	1.58549878492493e-05	0.00281546147868488
"ENSG00000115648.9"	"MLPH"	47.8839262419271	0.982345336224758	0.227959575523184	4.30929621609535	1.63774888597524e-05	0.00285037145402003
"ENSG00000196440.7"	"ARMCX4"	1060.9471198327	-0.353822721530324	0.0821094039137561	-4.3091619798137	1.63874315513977e-05	0.00285037145402003
"ENSG00000213654.5"	"GPSM3"	202.349703046632	0.636660501979255	0.147815184454304	4.3071387038459	1.65379913714473e-05	0.00285037145402003
"ENSG00000157833.8"	"GAREML"	1403.04876615634	0.689315316163659	0.160588382349946	4.29243576700048	1.76723683310443e-05	0.00295885938342628
"ENSG00000187800.9"	"PEAR1"	245.269858814525	0.703460476870969	0.163831069621551	4.29381605391431	1.7562800158741e-05	0.00295885938342628
"ENSG00000197826.7"	"C4orf22"	7.37710761167492	-1.03071027209684	0.239945326216927	-4.29560470440257	1.74217783812647e-05	0.00295885938342628
"ENSG00000029364.7"	"SLC39A9"	1455.90390128015	-0.173967412452354	0.040607719667064	-4.2840970603295	1.83482806062629e-05	0.0030146053556832
"ENSG00000197723.3"	"HSPB9"	7.07495308671267	0.908814063457131	0.212101533287549	4.28480666485819	1.8289816779208e-05	0.0030146053556832
"ENSG00000115657.8"	"ABCB6"	647.286646374692	0.434037499217432	0.10167924636429	4.26869311818452	1.96621556456335e-05	0.00320056200231701
"ENSG00000196646.7"	"ZNF136"	213.475883829536	-0.483048142742026	0.113624483983086	-4.2512680877295	2.12563542807608e-05	0.00341570582659547
"ENSG00000196724.8"	"ZNF418"	276.701504308504	-0.43516071365666	0.102389594013175	-4.25004823830694	2.13724482892777e-05	0.00341570582659547
"ENSG00000126775.8"	"ATG14"	968.381137006506	-0.329198334720228	0.0777390491509616	-4.23465862157585	2.28899166407089e-05	0.00362526787877173
"ENSG00000121966.6"	"CXCR4"	264.846116268475	0.834326301410805	0.197339765256664	4.22786710182645	2.35917062991351e-05	0.003670284926892
"ENSG00000135824.8"	"RGS8"	28.9014300420534	-0.991146300664748	0.234394629903698	-4.22853672488983	2.35216125588087e-05	0.003670284926892
"ENSG00000075275.12"	"CELSR1"	84.4278729731933	0.835639541652726	0.198000480628054	4.2203914808797	2.43878434536584e-05	0.00372815902535057
"ENSG00000161992.5"	"C16orf11"	67.441353814938	-0.946833547393908	0.224346859564596	-4.22040027318184	2.43868922529325e-05	0.00372815902535057
"ENSG00000173588.9"	"CCDC41"	277.683959830076	-0.419289916804729	0.0994184788899886	-4.21742438112228	2.47108647537213e-05	0.0037449741583657
"ENSG00000151893.10"	"CACUL1"	1208.11090007925	-0.250899048858818	0.0596568379060382	-4.20570478867809	2.60269789334132e-05	0.00391072042435387
"ENSG00000142694.6"	"EVA1B"	166.330387415293	0.50101922713539	0.119199904755413	4.20318479417778	2.63185554124511e-05	0.00392101867924483
"ENSG00000151320.6"	"AKAP6"	4302.53870178818	-0.368852786486262	0.0877969611555666	-4.20120220143719	2.65501323796899e-05	0.00392228006079789
"ENSG00000179813.2"	"FAM216B"	19.77979903212	-0.924763925861165	0.220239868471499	-4.19889428866435	2.68221491779176e-05	0.00392944485456492
"ENSG00000088826.13"	"SMOX"	1819.81742794023	0.535305998282271	0.127689255567352	4.1922556122971	2.76194545140425e-05	0.00393880887043233
"ENSG00000099875.10"	"MKNK2"	2684.60319998599	0.671829582297714	0.160359469406691	4.18952235738492	2.79542240337209e-05	0.00393880887043233
"ENSG00000123572.12"	"NRK"	14.1066311671328	-0.991430845548694	0.236548134749657	-4.1912435564032	2.77429644275348e-05	0.00393880887043233
"ENSG00000167380.12"	"ZNF226"	597.220254749924	-0.455223435640276	0.108658416217217	-4.18949080511397	2.79581109915225e-05	0.00393880887043233
"ENSG00000178385.9"	"PLEKHM3"	114.868836049975	-0.900585095137406	0.214982964118996	-4.18909981462029	2.80063201822549e-05	0.00393880887043233
"ENSG00000104331.4"	"IMPAD1"	2831.19829349785	-0.275519701923559	0.0659007906837525	-4.1808254357028	2.90452787263401e-05	0.00405250793657984
"ENSG00000135976.12"	"ANKRD36"	343.601060111849	-0.550949655013703	0.132053596088085	-4.17216699381815	3.01716371088036e-05	0.00416365265796484
"ENSG00000162383.7"	"SLC1A7"	138.256682241936	0.976435479012407	0.234147869004927	4.17016598597299	3.04377865537638e-05	0.00416365265796484
"ENSG00000188763.3"	"FZD9"	159.922843668356	0.615448396185546	0.147613990106254	4.16930939772401	3.05524000499126e-05	0.00416365265796484
"ENSG00000070031.3"	"SCT"	8.98295297479162	0.974796515007505	0.234176509985207	4.16265711308569	3.14565556508237e-05	0.00417668652285217
"ENSG00000109943.4"	"CRTAM"	65.8641089881203	-0.978637018221584	0.235044632041276	-4.16362207348656	3.13238430374655e-05	0.00417668652285217
"ENSG00000146278.10"	"PNRC1"	1773.26190118928	0.404462089714254	0.0971883769006454	4.16163025469322	3.1598367891885e-05	0.00417668652285217
"ENSG00000198890.6"	"PRMT6"	340.459033932532	-0.377813659607498	0.090678963270992	-4.1664973438041	3.09315495149284e-05	0.00417668652285217
"ENSG00000130254.7"	"SAFB2"	3923.84008114023	0.402610861343186	0.0969499169465908	4.15277159613228	3.28472548835298e-05	0.00430936373770489
"ENSG00000225828.1"	"FAM229A"	232.927337568302	0.567910081504072	0.136935466154262	4.14728263943181	3.36444625719123e-05	0.0043812566815868
"ENSG00000180448.6"	"HMHA1"	608.269098730732	0.449840679249777	0.10867167963925	4.13944719307811	3.48143724429213e-05	0.00450026961431292
"ENSG00000116984.8"	"MTR"	1292.53359619683	-0.415131888375012	0.100388151397387	-4.1352677840606	3.54540967382547e-05	0.0045495110996972
"ENSG00000142632.11"	"ARHGEF19"	58.1681077558491	0.642547474942934	0.155742039346102	4.12571632964825	3.69582589883321e-05	0.00457975530039231
"ENSG00000172530.15"	"BANP"	453.402501249795	0.392009117898449	0.0950208978623061	4.12550424924952	3.69923351908822e-05	0.00457975530039231
"ENSG00000173040.8"	"EVC2"	47.1645717563462	0.743712755890088	0.180089041595968	4.12969467380817	3.63245314449278e-05	0.00457975530039231
"ENSG00000189409.8"	"MMP23B"	12.1824138556254	0.857803948951527	0.207615052697725	4.13170402533595	3.60083882067474e-05	0.00457975530039231
"ENSG00000204936.4"	"CD177"	93.8886196507562	0.983852614176635	0.238416968196913	4.12660483696803	3.68158209965298e-05	0.00457975530039231
"ENSG00000167676.3"	"PLIN4"	613.673780114935	0.731309503133548	0.177963498319055	4.10932303557242	3.96820665686761e-05	0.00487839671522606
"ENSG00000187554.7"	"TLR5"	83.0469558550364	0.683697820420212	0.166487839823294	4.10659313704755	4.01537597589004e-05	0.00490210483723243
"ENSG00000167711.9"	"SERPINF2"	107.459658798975	0.713347952990728	0.173804665743225	4.10430841968656	4.05526163495506e-05	0.00491665514086276
"ENSG00000184923.8"	"NUTM2A"	31.6715952629972	-0.749381089882869	0.183611688360276	-4.08133652369919	4.47774669121739e-05	0.0053916977281919
"ENSG00000087510.5"	"TFAP2C"	43.9118146507828	0.770710491585635	0.189564672269496	4.0656863030362	4.7891318636118e-05	0.00555383937541744
"ENSG00000100014.15"	"SPECC1L"	1093.20333423215	0.293324027566612	0.072085384847232	4.06911925611889	4.71911893585656e-05	0.00555383937541744
"ENSG00000104892.12"	"KLC3"	10.7586500318917	0.792113801096152	0.194618000881902	4.07009525073081	4.69939200169549e-05	0.00555383937541744
"ENSG00000131446.11"	"MGAT1"	2178.61666448519	0.301114417896797	0.0740737444079516	4.06506273313859	4.80195440877958e-05	0.00555383937541744
"ENSG00000135457.5"	"TFCP2"	1031.09678855112	-0.216545204112904	0.0532409778882588	-4.06726571715842	4.75679925982281e-05	0.00555383937541744
"ENSG00000198185.7"	"ZNF334"	397.184324140517	-0.478966370836631	0.117622179263844	-4.07207529935522	4.65961096235604e-05	0.00555383937541744
"ENSG00000133315.6"	"MACROD1"	501.818997668903	0.447484601188979	0.110178735093775	4.06144253524165	4.87704237351009e-05	0.00560381731544493
"ENSG00000249141.1"	"RP11-514O12.4"	1.81107254233353	0.942972805446203	0.232593178109304	4.05417223803127	5.03121377074536e-05	0.00574342455127944
"ENSG00000129667.8"	"RHBDF2"	483.511103113813	0.719448198272621	0.177683772138127	4.049037172136	5.14287766129133e-05	0.00583301866358075
"ENSG00000145832.8"	"SLC25A48"	474.359747408508	0.708485579966034	0.175099584960386	4.04618651795387	5.20587591470415e-05	0.00583590101037053
"ENSG00000162367.7"	"TAL1"	226.90415060694	0.584966900408764	0.144581938093159	4.04591962262847	5.21181148252659e-05	0.00583590101037053
"ENSG00000132763.10"	"MMACHC"	181.780194458051	-0.452858093504847	0.112064219303403	-4.04105874577841	5.32104256668811e-05	0.00584649552014857
"ENSG00000157680.10"	"DGKI"	172.409905072454	-0.552219260617059	0.136639320087462	-4.04143741540566	5.31245599089412e-05	0.00584649552014857
"ENSG00000163884.3"	"KLF15"	1147.63327463757	0.628762283887313	0.155592255371953	4.04108984977572	5.32033676823839e-05	0.00584649552014857
"ENSG00000001617.7"	"SEMA3F"	317.08308643994	0.714857191483788	0.177076082177646	4.03700591685009	5.41377039678709e-05	0.00591143376245448
"ENSG00000077942.13"	"FBLN1"	634.834359822179	0.573976107160561	0.142669166304366	4.02312652431192	5.74306235300941e-05	0.00611897188884275
"ENSG00000113593.7"	"PPWD1"	922.554730079766	-0.325085612964886	0.0807560218615371	-4.02552782407078	5.6847657795348e-05	0.00611897188884275
"ENSG00000125772.8"	"GPCPD1"	1527.64785100733	-0.504923214888414	0.125468659963765	-4.02429750213507	5.71456403855533e-05	0.00611897188884275
"ENSG00000130766.4"	"SESN2"	553.955037246971	0.476672633093813	0.118395456376115	4.02610579564415	5.67081823828562e-05	0.00611897188884275
"ENSG00000143552.5"	"NUP210L"	25.0806286605659	0.74645531785927	0.185965266349401	4.01395019894087	5.97109500230212e-05	0.00613870468657727
"ENSG00000151632.12"	"AKR1C2"	203.411872720005	0.717792223546152	0.178658546269352	4.0176763918362	5.87748364707348e-05	0.00613870468657727
"ENSG00000165030.3"	"NFIL3"	462.516167285295	0.577268346120191	0.143672038321938	4.01795890740172	5.87044311884961e-05	0.00613870468657727
"ENSG00000165806.15"	"CASP7"	350.089159289129	0.605444941889493	0.150793009560634	4.0150730040708	5.94273971988611e-05	0.00613870468657727
"ENSG00000181690.3"	"PLAG1"	136.268581185085	-0.528448748665291	0.131565565110821	-4.01661900072534	5.90390577052753e-05	0.00613870468657727
"ENSG00000186496.6"	"ZNF396"	71.412453500101	-0.487885692002174	0.121493665647975	-4.01572945717029	5.92622079255546e-05	0.00613870468657727
"ENSG00000130158.9"	"DOCK6"	689.719948011441	0.555651621550723	0.138584829882609	4.0094693049838	6.08553626974414e-05	0.0062199841640757
"ENSG00000168439.12"	"STIP1"	4254.39040221521	0.535851679117524	0.133766162669574	4.00588361378933	6.17860685036228e-05	0.00625001203485141
"ENSG00000220201.3"	"ZGLP1"	297.688193437971	0.645828636144211	0.161231424495319	4.00560026164726	6.18601873756625e-05	0.00625001203485141
"ENSG00000100429.13"	"HDAC10"	552.013218311505	0.517705987126851	0.129314823805303	4.00345429775561	6.24242648126736e-05	0.00627096328803887
"ENSG00000082212.7"	"ME2"	916.360825926346	-0.286089095478	0.0715833548799234	-3.99658685958344	6.42623092921609e-05	0.00641892839406925
"ENSG00000159873.5"	"CCDC117"	805.660768159803	0.421346950615335	0.105486040967336	3.99433846176675	6.48751342235031e-05	0.00644353028050387
"ENSG00000138964.10"	"PARVG"	271.838903476017	0.67673109935308	0.169597106156355	3.99022786821131	6.6009846870278e-05	0.00648297825686864
"ENSG00000170439.5"	"METTL7B"	108.121078738912	0.655677762980154	0.164274145898969	3.99136309242116	6.56946095045292e-05	0.00648297825686864
"ENSG00000169957.8"	"ZNF768"	1197.25611937626	0.385623329250924	0.0968272124345902	3.98259249187231	6.81675823142319e-05	0.00660873292948891
"ENSG00000176236.4"	"C10orf111"	36.8932482078168	0.610894966013268	0.15342485345928	3.98172103306198	6.84180542188272e-05	0.00660873292948891
"ENSG00000213999.10"	"MEF2B"	31.6593996793088	0.788822058208619	0.198033458789583	3.98327667975929	6.7971543469444e-05	0.00660873292948891
"ENSG00000013293.4"	"SLC7A14"	245.219285188355	-0.780721712278625	0.19649997274179	-3.97313903602688	7.09316170620866e-05	0.0067735951893968
"ENSG00000177374.7"	"HIC1"	137.009310811564	0.710720432220283	0.17891277927312	3.97244084580078	7.11399059218498e-05	0.0067735951893968
"ENSG00000187531.8"	"SIRT7"	789.341046927214	0.443150493983807	0.111569448702127	3.97196991774111	7.12807229828446e-05	0.0067735951893968
"ENSG00000104415.9"	"WISP1"	13.4343845444976	0.877987992536702	0.221983857508224	3.9551884645674	7.64743423210534e-05	0.00696590123318196
"ENSG00000125148.6"	"MT2A"	4273.22000336319	0.693928889925776	0.175443805052956	3.95527724513453	7.64459477419441e-05	0.00696590123318196
"ENSG00000132677.8"	"RHBG"	28.9102909785227	-0.845219317751224	0.213638085391147	-3.95631385763322	7.61151461342704e-05	0.00696590123318196
"ENSG00000136805.4"	"FRRS1L"	153.080357570089	-0.853745994853255	0.215414647925427	-3.96326806498696	7.39306872903157e-05	0.00696590123318196
